Frame,Proc_Time
1,0.004234099993482232
2,0.0033899000118253753
3,0.002886000002035871
4,0.003154800011543557
5,0.004179700001259334
6,0.003488399990601465
7,0.003842199992504902
8,0.0034737000096356496
9,0.0033112999954028055
10,0.003034599998500198
11,0.0032540000102017075
12,0.0029661000007763505
13,0.003427499992540106
14,0.0032358999887946993
15,0.0027987999928882346
16,0.003526499989675358
17,0.00295429999823682
18,0.0032593000069027767
19,0.0036888000031467527
20,0.005007500003557652
21,0.004054699995322153
22,0.00601309999183286
23,0.004336899990448728
24,0.003559900011168793
25,0.00501520000398159
26,0.0037010999949416146
27,0.004313800003728829
28,0.0044455999886849895
29,0.005080000002635643
30,0.004896500002359971
31,0.003920200004358776
32,0.003814399999100715
33,0.005218399994191714
34,0.0040166999970097095
35,0.004772100000991486
36,0.004290899989427999
37,0.004686900007072836
38,0.005301500001223758
39,0.0040462000033585355
40,0.006581099994946271
41,0.003515999997034669
42,0.003924500007997267
43,0.0038054000033298507
44,0.004139199998462573
45,0.005388999998103827
46,0.005343299999367446
47,0.004067400004714727
48,0.0031721999985165894
49,0.004953399999067187
50,0.004469300009077415
51,0.0043298999953549355
52,0.004814499989151955
53,0.004643599997507408
54,0.004438200005097315
55,0.003995599996414967
56,0.0032608000037726015
57,0.0037392999947769567
58,0.0034940000041387975
59,0.004931500006932765
60,0.0048602999886497855
61,0.004960699996445328
62,0.005579400007263757
63,0.0038000999920768663
64,0.002891800002544187
65,0.004564700007904321
66,0.0038216999964788556
67,0.004662799998186529
68,0.004536799999186769
69,0.003467499991529621
70,0.0043606000108411536
71,0.004327899994677864
72,0.003535700001521036
73,0.004946400003973395
74,0.005260699996142648
75,0.003797500001383014
76,0.004295699996873736
77,0.005797699996037409
78,0.004580500011797994
79,0.005537799996091053
80,0.004886799986707047
81,0.004676099997595884
82,0.004924799999571405
83,0.004988300002878532
84,0.004659099999116734
85,0.004771299994899891
86,0.005957200002740137
87,0.006019899999955669
88,0.005597099996521138
89,0.004540200010524131
90,0.005569200002355501
91,0.005404499999713153
92,0.004536399996140972
93,0.004828699995414354
94,0.005727700001443736
95,0.005032799992477521
96,0.0058425000024726614
97,0.004948700006934814
98,0.0037625999975716695
99,0.005170399992493913
100,0.005368800004362129
101,0.004355500001111068
102,0.005009000000427477
103,0.004230999998981133
104,0.008217399998102337
105,0.005096699998830445
106,0.004405200001201592
107,0.005129099998157471
108,0.003891000000294298
109,0.004748100007418543
110,0.004947699999320321
111,0.004212599989841692
112,0.004526899996562861
113,0.005668500001775101
114,0.0054190000082599
115,0.007282000005943701
116,0.005541200007428415
117,0.004051299998536706
118,0.005217600002652034
119,0.004471300009754486
120,0.005390599995735101
121,0.004809000005479902
122,0.00610870000673458
123,0.0052675999904749915
124,0.004690000001573935
125,0.005920699986745603
126,0.005097200002637692
127,0.0050211000052513555
128,0.005284300001221709
129,0.005377499997848645
130,0.005151700010173954
131,0.005550600006245077
132,0.004955099997459911
133,0.004360999999335036
134,0.005248700006632134
135,0.005490399998961948
136,0.005842999991727993
137,0.004652700008591637
138,0.005713599995942786
139,0.004535799991572276
140,0.004360099992481992
141,0.005470399992191233
142,0.006419600002118386
143,0.005476899998029694
144,0.005911500004003756
145,0.00466410000808537
146,0.0045695000007981434
147,0.005409500008681789
148,0.004945000007865019
149,0.0059231000050203875
150,0.006937900005141273
151,0.00612130000081379
152,0.005661499992129393
153,0.0038803000061307102
154,0.004618999999365769
155,0.004553499995381571
156,0.00498929999594111
157,0.005218500009505078
158,0.005819800004246645
159,0.005784499997389503
160,0.005348999999114312
161,0.0055751999898348
162,0.006079600003431551
163,0.005171299999346957
164,0.004522300005191937
165,0.00458559999242425
166,0.005336399990483187
167,0.0040169999992940575
168,0.0052774999930989
169,0.0061953999975230545
170,0.004776799993123859
171,0.005720200002542697
172,0.0053229000041028485
173,0.005448500000056811
174,0.005120799993164837
175,0.006025499998941086
176,0.00491889999830164
177,0.0045797000057064
178,0.004242299997713417
179,0.005353799992008135
180,0.00438410000060685
181,0.00622280000243336
182,0.005349099999875762
183,0.005899899988435209
184,0.005492100011906587
185,0.005320600001141429
186,0.005966299999272451
187,0.005139400003827177
188,0.004668499997933395
189,0.005100700000184588
190,0.005288599990308285
191,0.005460599990328774
192,0.004237900007865392
193,0.004896200000075623
194,0.00550939999811817
195,0.00514120000298135
196,0.005971999999019317
197,0.0055672000016784295
198,0.005536500000744127
199,0.00500859999738168
200,0.006387000001268461
201,0.006564900002558716
202,0.006261499991524033
203,0.0059446999948704615
204,0.005461799999466166
205,0.005722700007027015
206,0.005895000009331852
207,0.005280999990645796
208,0.004102000006241724
209,0.0033060999994631857
210,0.0035542000114219263
211,0.0058569999964674935
212,0.004297999999835156
213,0.0070143000048119575
214,0.005875900009414181
215,0.0064652000000933185
216,0.005357500005629845
217,0.005643099997541867
218,0.006411299997125752
219,0.0058216000034008175
220,0.005571300003794022
221,0.006472000008216128
222,0.00543830000970047
223,0.006956600002013147
224,0.0051380000077188015
225,0.004186499994830228
226,0.005272200010949746
227,0.005003799989935942
228,0.005737800005590543
229,0.005706600000848994
230,0.005099699992570095
231,0.006374000004143454
232,0.005870799999684095
233,0.005824299994856119
234,0.007081599993398413
235,0.005687600001692772
236,0.0056659000110812485
237,0.0050866000092355534
238,0.006359300008625723
239,0.005654699998558499
240,0.0059388000081526116
241,0.005174799996893853
242,0.004600999993272126
243,0.006017100007738918
244,0.005927999998675659
245,0.0058939000009559095
246,0.005781100000604056
247,0.00784150000254158
248,0.004316899998229928
249,0.005832299997564405
250,0.005193899996811524
251,0.006519599992316216
252,0.005520300008356571
253,0.006121400001575239
254,0.004923200001940131
255,0.0060283000057097524
256,0.006769999992684461
257,0.0037961000052746385
258,0.004304599991883151
259,0.0065993000025628135
260,0.007272300004842691
261,0.005503099993802607
262,0.005028400002629496
263,0.006542900009662844
264,0.004570999997667968
265,0.004947199995513074
266,0.005525500004296191
267,0.004965000000083819
268,0.004625100002158433
269,0.006261100003030151
270,0.005062600001110695
271,0.006534599990118295
272,0.005584300000919029
273,0.005351100000552833
274,0.006168799998704344
275,0.005431000012322329
276,0.006932699994649738
277,0.005622800003038719
278,0.004631000003428198
279,0.005145000002812594
280,0.005014900001697242
281,0.00643609999679029
282,0.004761400006827898
283,0.0038899000064702705
284,0.00434480000694748
285,0.006222299998626113
286,0.005316399998264387
287,0.005930400002398528
288,0.008352299992111512
289,0.006401400009053759
290,0.00730729999486357
291,0.004434899994521402
292,0.004752399996505119
293,0.005352099993615411
294,0.005824300009408034
295,0.00572860000829678
296,0.005271999994874932
297,0.004348299989942461
298,0.0053629000030923635
299,0.005074800006696023
300,0.006183699995744973
301,0.006518300011521205
302,0.0067156000004615635
303,0.0061664999957429245
304,0.006538000001455657
305,0.007423800008837134
306,0.007337200004258193
307,0.007141299996874295
308,0.00608500000089407
309,0.0053226000018185005
310,0.005019199990783818
311,0.0053952000016579404
312,0.005102299997815862
313,0.006625300011364743
314,0.006437199990614317
315,0.006879499997012317
316,0.008297500011394732
317,0.006820100010372698
318,0.006702999991830438
319,0.0061206000100355595
320,0.006402299986802973
321,0.006054799989215098
322,0.007108700010576285
323,0.005903800003579818
324,0.005754700003308244
325,0.0057567000039853156
326,0.00597610000113491
327,0.006819000001996756
328,0.00551449999329634
329,0.006733800008078106
330,0.005857800002559088
331,0.0057588999916333705
332,0.005893000008654781
333,0.005072600004496053
334,0.005240700003923848
335,0.00506640000094194
336,0.0057883999979821965
337,0.005659499991452321
338,0.0056736000115051866
339,0.007785099995089695
340,0.00677539999014698
341,0.0047473999875364825
342,0.006367500012856908
343,0.005911000000196509
344,0.0060185000038472936
345,0.006185899997944944
346,0.005405899995821528
347,0.006443899997975677
348,0.005900300006032921
349,0.007421100002829917
350,0.006309000003966503
351,0.006921599997440353
352,0.005897499999264255
353,0.0065848999947775155
354,0.0065347000054316595
355,0.0054929999896558
356,0.0054425999987870455
357,0.005459199994220398
358,0.006761700002243742
359,0.005307300001732074
360,0.00539379999099765
361,0.006617400009417906
362,0.0063492000044789165
363,0.006819599992013536
364,0.009354900001198985
365,0.005383900002925657
366,0.00520709999545943
367,0.0059379000012995675
368,0.0063086000009207055
369,0.00632499999483116
370,0.007377299989457242
371,0.0058136000006925315
372,0.005072799991467036
373,0.0059446999948704615
374,0.0064611999987391755
375,0.005357400004868396
376,0.006982499995501712
377,0.007175100006861612
378,0.005423099995823577
379,0.005447899995488115
380,0.006021199995302595
381,0.005080999995698221
382,0.005556699994485825
383,0.005237799996393733
384,0.005674400003044866
385,0.006734599999617785
386,0.0051045000000158325
387,0.005811499999254011
388,0.005792199997813441
389,0.007261000006110407
390,0.006235100008780137
391,0.005585199993220158
392,0.006233299995074049
393,0.006903800007421523
394,0.006504900011350401
395,0.008752499998081475
396,0.007826799992471933
397,0.00837550000869669
398,0.008176300005288795
399,0.0075933000043733045
400,0.008682500003487803
401,0.009635000009438954
402,0.007887699990533292
403,0.007654300003196113
404,0.004738999996334314
405,0.007464599999366328
406,0.008911299999454059
407,0.006634200006374158
408,0.006030899996403605
409,0.007760399996186607
410,0.007277699987753294
411,0.006703799997922033
412,0.006745500009856187
413,0.007307700012461282
414,0.007275600000866689
415,0.006114699994213879
416,0.008115200005704537
417,0.006932300006155856
418,0.007020300006843172
419,0.006751699998858385
420,0.006541099995956756
421,0.007330099993851036
422,0.007047000006423332
423,0.007717800006503239
424,0.007133000006433576
425,0.0066897999931825325
426,0.006920600004377775
427,0.007746599992970005
428,0.008205699996324256
429,0.008114999989629723
430,0.007715900006587617
431,0.008372100011911243
432,0.00788499999907799
433,0.006903999994392507
434,0.008154600000125356
435,0.006398199999239296
436,0.007664700009627268
437,0.00802970000950154
438,0.007426500000292435
439,0.005840999991050921
440,0.005974400002742186
441,0.0061227999976836145
442,0.008180600008927286
443,0.007529400012572296
444,0.005714400002034381
445,0.0061163000063970685
446,0.006861299989395775
447,0.007398999994620681
448,0.0063879999943310395
449,0.0054515000083483756
450,0.006672199990134686
451,0.006404799991287291
452,0.006760600008419715
453,0.006056500002159737
454,0.007026999999652617
455,0.006426500011002645
456,0.006175200003781356
457,0.006311200006166473
458,0.006789899998693727
459,0.006518300011521205
460,0.00598720001289621
461,0.006860599998617545
462,0.005501299994648434
463,0.005703200004063547
464,0.0066654999973252416
465,0.006540199989103712
466,0.007298500000615604
467,0.007379400005447678
468,0.006408300003386103
469,0.005815999989863485
470,0.006359899998642504
471,0.008206200000131503
472,0.0069094000064069405
473,0.007281800004420802
474,0.005435900005977601
475,0.006694400013657287
476,0.005898400006117299
477,0.00857410000753589
478,0.007129900011932477
479,0.0074576000042725354
480,0.00639690000389237
481,0.00560419999237638
482,0.006306900002527982
483,0.004705199986346997
484,0.007403399999020621
485,0.0051629000081447884
486,0.005587599996943027
487,0.007730599987553433
488,0.0065851999970618635
489,0.006855699990410358
490,0.005997300002491102
491,0.007169400007114746
492,0.006449599997722544
493,0.006763700002920814
494,0.007743199996184558
495,0.004069600006914698
496,0.0036978999996790662
497,0.0060146000032546
498,0.005299700002069585
499,0.005401600006734952
500,0.007835099997464567
501,0.0070906000037211925
502,0.005676800006767735
503,0.00658869999460876
504,0.006317299994407222
505,0.007419200002914295
506,0.006237300010980107
507,0.00587380000797566
508,0.006065900000976399
509,0.008288600001833402
510,0.0051955999952042475
511,0.005985399999190122
512,0.0053982999961590394
513,0.0062409000092884526
514,0.0067008999903919175
515,0.006823599993367679
516,0.007538799996837042
517,0.006422699996619485
518,0.0054613000102108344
519,0.006276800006162375
520,0.006134600000223145
521,0.005519999991520308
522,0.005379900001571514
523,0.0058422999863978475
524,0.004926499997964129
525,0.005791000003227964
526,0.006253300001844764
527,0.006063900000299327
528,0.006761500000720844
529,0.005068999991635792
530,0.005437599989818409
531,0.004905500012682751
532,0.006965299995499663
533,0.006217000001925044
534,0.005485200003022328
535,0.006528499987325631
536,0.006687799992505461
537,0.006485900012194179
538,0.005091400002129376
539,0.0053622999985236675
540,0.007632600012584589
541,0.007119300003978424
542,0.005739100000937469
543,0.005699200002709404
544,0.0029669999930774793
545,0.006488299986813217
546,0.00641090000863187
547,0.005983200011542067
548,0.007121600006939843
549,0.00651310000102967
550,0.005273300004773773
551,0.005991899990476668
552,0.00617170000623446
553,0.004706300009274855
554,0.005386499993619509
555,0.005179500003578141
556,0.005355100001906976
557,0.005882399986148812
558,0.0058357999951113015
559,0.005777899990789592
560,0.005405300005804747
561,0.006835100008174777
562,0.006223099990165792
563,0.005730700009735301
564,0.005629399995086715
565,0.007640900003025308
566,0.0063338000036310405
567,0.0057849000004353
568,0.007204499997897074
569,0.005806600005598739
570,0.006289699987974018
571,0.005167199997231364
572,0.006120899997767992
573,0.005900799995288253
574,0.006746500002918765
575,0.006342699998640455
576,0.00472260000242386
577,0.0058794999931706116
578,0.006325400012428872
579,0.0066319999896222726
580,0.0055164000077638775
581,0.005103699993924238
582,0.005389800004195422
583,0.006349999996018596
584,0.006685200001811609
585,0.00668799999402836
586,0.005543299994315021
587,0.006144099999801256
588,0.005860299992491491
589,0.00549969999701716
590,0.0061661999934585765
591,0.005759500010753982
592,0.007475399994291365
593,0.005757199993240647
594,0.005912199994781986
595,0.0051263000059407204
596,0.0057985999883385375
597,0.005200300001888536
598,0.006901800006744452
599,0.006916400001500733
600,0.003002899989951402
601,0.0030971999949542806
602,0.0028501000051619485
603,0.0030910999921616167
604,0.003171199990902096
605,0.002934000003733672
606,0.004260800007614307
607,0.0032799000036902726
608,0.0030562000029021874
609,0.002676700009033084
610,0.005569600005401298
611,0.0038047999987611547
612,0.003092400002060458
613,0.005316799986758269
614,0.004851999998209067
615,0.0030006000015418977
616,0.003388299999642186
617,0.0032796000014059246
618,0.0031763000006321818
619,0.002598899998702109
620,0.005599299998721108
621,0.006301999994320795
622,0.006183299992699176
623,0.0062433999992208555
624,0.005180299995117821
625,0.005310000007739291
626,0.005621499993139878
627,0.004930499999318272
628,0.004639899998437613
629,0.005327300008502789
630,0.004804700001841411
631,0.006463600002462044
632,0.005424599992693402
633,0.005347500002244487
634,0.005569799992372282
635,0.0057711000117706135
636,0.0055847000039648265
637,0.005110700003569946
638,0.006130599998869002
639,0.006826199998613447
640,0.006026700008078478
641,0.005958500012638979
642,0.00568419999035541
643,0.005800800005090423
644,0.0064655000023776665
645,0.006620000000111759
646,0.00653980000060983
647,0.00451220000104513
648,0.006150900007924065
649,0.0050974000041605905
650,0.0033266000100411475
651,0.005184299996471964
652,0.004605399997672066
653,0.005784299995866604
654,0.0049543999921297655
655,0.005618900002446026
656,0.006158100004540756
657,0.005666500001098029
658,0.006587600000784732
659,0.005116199987241998
660,0.006174900001497008
661,0.006474900001194328
662,0.005168899995624088
663,0.004305700000259094
664,0.005668199999490753
665,0.006301599991274998
666,0.005819600002723746
667,0.004912799995508976
668,0.00610870000673458
669,0.006660999992163852
670,0.004777200010721572
671,0.006071100011467934
672,0.0047045999963302165
673,0.005864000006113201
674,0.004632999989553355
675,0.008362000007764436
676,0.0029725999920628965
677,0.0036165000055916607
678,0.0043621999939205125
679,0.005666799988830462
680,0.005428599994047545
681,0.005050200008554384
682,0.005679100009729154
683,0.005042200005846098
684,0.005326500002411194
685,0.004988999993656762
686,0.0044418999896151945
687,0.004315800004405901
688,0.004408599997987039
689,0.0061311000026762486
690,0.005343299999367446
691,0.004242299997713417
692,0.005517400000826456
693,0.004414800001541153
694,0.004917099999147467
695,0.004674900003010407
696,0.005351999992853962
697,0.005328999992343597
698,0.004545300005702302
699,0.005823800005600788
700,0.0048940999986371025
701,0.005048599996371195
702,0.004397800003062002
703,0.0047085000114748254
704,0.004350300005171448
705,0.004182499993476085
706,0.004066499997861683
707,0.004702399994130246
708,0.005002899997634813
709,0.005391399987274781
710,0.00460039998870343
711,0.0050060999928973615
712,0.004670099995564669
713,0.004864600006840192
714,0.005136400010087527
715,0.006408300003386103
716,0.006091799994464964
717,0.004510400001890957
718,0.005677399996784516
719,0.005694999999832362
720,0.005571899993810803
721,0.004870499993558042
722,0.0060174999962328
723,0.004764900004374795
724,0.005154300000867806
725,0.005151500008651055
726,0.005252299990388565
727,0.005485100002260879
728,0.0044461999932536855
729,0.005826299995533191
730,0.0050177000084659085
731,0.006372099989675917
732,0.0060182000015629455
733,0.004591400007484481
734,0.006401100006769411
735,0.006821499991929159
736,0.006358900005579926
737,0.0033056999964173883
738,0.002839799999492243
739,0.005695800005923957
740,0.005882099998416379
741,0.005080700007965788
742,0.006685200001811609
743,0.006645500005106442
744,0.006001200003083795
745,0.004820600006496534
746,0.00661170000967104
747,0.005909500003326684
748,0.004196099995169789
749,0.0039019000105326995
750,0.004480999996303581
751,0.005218500009505078
752,0.005581799996434711
753,0.005668900004820898
754,0.004994500006432645
755,0.00488490000134334
756,0.0070697000046493486
757,0.004484299992327578
758,0.004601399996317923
759,0.00577599999087397
760,0.005786299996543676
761,0.005832299997564405
762,0.006366100002196617
763,0.006710299989208579
764,0.0062218000093707815
765,0.004685599997173995
766,0.006431799993151799
767,0.007196799997473136
768,0.005865500002983026
769,0.0051598999998532236
770,0.005660299997543916
771,0.0053014000004623085
772,0.004507900011958554
773,0.006067499998607673
774,0.004860699991695583
775,0.0051299999904586
776,0.005409499994129874
777,0.0052943000046070665
778,0.004952099989168346
779,0.005371399995055981
780,0.005215699988184497
781,0.006446500003221445
782,0.005420100002083927
783,0.0053435999870998785
784,0.005124000002979301
785,0.0023837999906390905
786,0.002924400003394112
787,0.0046279999951366335
788,0.005891299995710142
789,0.006112999995821156
790,0.005282400001306087
791,0.0049260999949183315
792,0.005656299996189773
793,0.006132000009529293
794,0.005612699998891912
795,0.0049411000072723255
796,0.005588200001511723
797,0.005900899996049702
798,0.005847599997650832
799,0.005899900002987124
800,0.00629309999931138
801,0.006742400000803173
802,0.005227200002991594
803,0.006346099995425902
804,0.005870699998922646
805,0.005662800002028234
806,0.005662900002789684
807,0.00423890000092797
808,0.005409599994891323
809,0.004232799998135306
810,0.005835400006617419
811,0.005555000010645017
812,0.005880299999262206
813,0.005486800000653602
814,0.006206700010807253
815,0.006281399997533299
816,0.004805299991858192
817,0.006715100011206232
818,0.006085100001655519
819,0.005599900003289804
820,0.006445599996368401
821,0.0047338000003946945
822,0.0062987000128487125
823,0.006242100003873929
824,0.004387900000438094
825,0.004969000001437962
835,0.006023099995218217
836,0.004781399999046698
837,0.0056582000106573105
838,0.0057530000049155205
839,0.004637300007743761
840,0.004990900008124299
841,0.004719999997178093
842,0.005326500002411194
843,0.004818300003535114
844,0.004546199998003431
845,0.004348400005255826
846,0.004957600001944229
